10101000001,56.23031616,-117.44821930,6.0
20101000001,57.93498230,-116.82633209,6.0
30101000001,58.32586288,-116.82701111,10.0
30201000001,58.29585266,-116.86381531,23.0
30201000002,58.29130554,-116.86576080,17.0
30201000003,58.29133606,-116.86491394,8.0
30201000004,58.29136276,-116.86418152,22.0
30202000001,58.29199219,-116.85966492,14.0
30202000002,58.29029846,-116.85427856,8.0
30202000003,58.29033661,-116.85540771,52.0
30203000001,58.28990555,-116.86352539,32.0
30203000002,58.28991318,-116.86407471,15.0
30202000004,58.29013443,-116.85648346,15.0
30201000005,58.29010391,-116.86022949,6.0
30201000006,58.29009628,-116.86365509,17.0
30201000007,58.29008865,-116.86642456,14.0
30201000008,58.29017258,-116.86408234,32.0
30202000005,58.29039001,-116.85723877,10.0
30201000009,58.29032898,-116.86354065,11.0
30201000010,58.29031372,-116.86541748,36.0
30201000011,58.29040527,-116jhhkhkjhhlkjhkljhlkjhlkhkhlkjhjkhkhlkkjhkljhllllllkkkkkjhhlkjhkljhggghkjhgghjklhggggghjjkhghjkjkhigyvvvvbbbnnnuuuuuuuuuuuuuuuuuuuuuuuuuuuuu.86627960,26.0
30201000012,58.29088211,-116.86464691,36.0
30201000013,58.29089355,-116.86579895,17.0
30201000014,58.29105759,-116.86521912,10.0
30203000003,58.28963470,-116.86946106,38.0
30203000004,58.28987122,-116.86454010,20.0
30203000005,58.28991699,-116.86786652,57.0
30201000015,58.29014587,-116.86849976,27.0
30201000016,58.29026794,-116.86991119,21.0
30201000017,58.29094696,-116.86680603,23.0
30201000018,58.29202271,-116.86676025,9.0
30204000001,58.28926086,-116.85482788,5.0
30204000002,58.28927612,-116.85543060,10.0
30204000003,58.28944016,-116.85627747,7.0
30204000004,58.28979492,-116.85648346,18.0
30204000005,58.28988266,-116.85596466,21.0
30204000006,58.28917694,-116.85716248,51.0
30204000007,58.28907013,-116.85796356,30.0
30203000006,58.28884125,-116.86572266,10.0
30204000008,58.28913116,-116.85628510,34.0
30204000009,58.28908920,-116.85919189,32.0
30204000010,58.28913116,-116.85993195,12.0
30203000007,58.28897858,-116.86523438,11.0
30204000011,58.28930283,-116.85822296,32.0
30203000008,58.28910446,-116.86581421,11.0
30204000012,58.28932571,-116.85885620,8.0
30203000009,58.28922272,-116.86437988,23.0
30204000013,58.28947830,-116.85627747,7.0
30203000010,58.28932190,-116.86518097,29.0
30204000014,58.28955841,-116.85702515,20.0
30203000011,58.28945160,-116.86569977,26.0
30204000015,58.28961945,-116.85749054,9.0
30203000012,58.28948593,-116.86390686,33.0
30203000013,58.28959274,-116.86447144,32.0
30204000016,58.28984833,-116.85743713,13.0
30203000014,58.28875732,-116.86852264,20.0
30205000001,58.28870773,-116.87058258,33.0
